id	label	description	url	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Citations>	weight<Norm. citations>	score<Pub. year>	score<Citations>	score<Norm. citations>
285	waheed y. (2017)	"<table><tr><td>Authors:</td><td>waheed y.; safi s.z.; najmi m.h.; aziz h.; imran m.</td></tr><tr><td>Title:</td><td>prediction of promiscuous t cell epitopes in rna dependent rna polymerase of chikungunya virus</td></tr><tr><td>Source:</td><td>asian pacific journal of tropical medicine, 10(8), 760-764</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.apjtm.2017.07.023	-0.9508	-0.2173	1	188	282	4	0.2401	2017	4	0.2401
286	dangi m. (2017)	"<table><tr><td>Authors:</td><td>dangi m.; singh b.; chhillar a.k.</td></tr><tr><td>Title:</td><td>reverse vaccinology to computationally screen antigenic epitopes as potential vaccine candidates from clostridium botulinum strain hall a</td></tr><tr><td>Source:</td><td>current bioinformatics, 12(4), 349-360</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.2174/2211550105666160624101221	-0.4352	-0.2165	1	280	599	0	0	2017	0	0
287	liao w. (2017)	"<table><tr><td>Authors:</td><td>liao w.; zhang t.-t.; gao l.; lee s.s.; xu j.; zhang h.; yang z.; liu z.; li w.</td></tr><tr><td>Title:</td><td>integration of novel materials and advanced genomic technologies into new vaccine design</td></tr><tr><td>Source:</td><td>current topics in medicinal chemistry, 17(20), 2286-2301</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.2174/1568026617666170224122117	0.3528	0.0165	2	258	471	6	0.3602	2017	6	0.3602
288	millar b.c. (2017)	"<table><tr><td>Authors:</td><td>millar b.c.; moore p.j.a.; moore j.e.</td></tr><tr><td>Title:</td><td>meningococcal disease: has the battle been won?</td></tr><tr><td>Source:</td><td>journal of the royal army medical corps, 163(4), 235-241</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1136/jramc-2016-000695	1.8009	-0.0337	2	18	26	6	0.3602	2017	6	0.3602
289	talukdar s. (2017)	"<table><tr><td>Authors:</td><td>talukdar s.; bayan u.; saikia k.k.</td></tr><tr><td>Title:</td><td>in silico identification of vaccine candidates against klebsiella oxytoca</td></tr><tr><td>Source:</td><td>computational biology and chemistry, 69, 48-54</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.compbiolchem.2017.05.003	-0.3458	0.4424	6	318	489	7	0.4202	2017	7	0.4202
290	argondizzo a.p.c. (2017)	"<table><tr><td>Authors:</td><td>argondizzo a.p.c.; rocha-de-souza c.m.; de almeida santiago m.; galler r.; reis j.n.; medeiros m.a.</td></tr><tr><td>Title:</td><td>pneumococcal predictive proteins selected by microbial genomic approach are serotype cross-reactive and bind to host extracellular matrix proteins</td></tr><tr><td>Source:</td><td>applied biochemistry and biotechnology, 182(4), 1518-1539</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1007/s12010-017-2415-6	0.4617	-0.3442	7	77	154	3	0.1801	2017	3	0.1801
291	ntege e.h. (2017)	"<table><tr><td>Authors:</td><td>ntege e.h.; takashima e.; morita m.; nagaoka h.; ishino t.; tsuboi t.</td></tr><tr><td>Title:</td><td>blood-stage malaria vaccines: post-genome strategies for the identification of novel vaccine candidates</td></tr><tr><td>Source:</td><td>expert review of vaccines, 16(8), 769-779</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1080/14760584.2017.1341317	0.1794	0.3555	5	24	73	11	0.6603	2017	11	0.6603
292	atanasova m. (2017)	"<table><tr><td>Authors:</td><td>atanasova m.; dimitrov i.; doytchinova i.</td></tr><tr><td>Title:</td><td>t-cell epitope prediction by sequence-based methods and molecular docking of proteins from boophilus microplus</td></tr><tr><td>Source:</td><td>pharmacia, 64(3), 13-21</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"		-0.2897	0.095	5	86	134	0	0	2017	0	0
293	tahmoorespur m. (2017)	"<table><tr><td>Authors:</td><td>tahmoorespur m.; nazifi n.; pirkhezranian z.</td></tr><tr><td>Title:</td><td>in silico prediction of b-cell and t-cell epitopes of protective antigen of bacillus anthracis in development of vaccines against anthrax</td></tr><tr><td>Source:</td><td>iranian journal of applied animal science, 7(3), 429-436</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"		-0.2175	0.0224	4	18	21	6	0.3602	2017	6	0.3602
294	baarda b.i. (2017)	"<table><tr><td>Authors:</td><td>baarda b.i.; emerson s.; proteau p.j.; sikora a.e.</td></tr><tr><td>Title:</td><td>deciphering the function of new gonococcal vaccine antigens using phenotypic microarrays</td></tr><tr><td>Source:</td><td>journal of bacteriology, 199(17)</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1128/jb.00037-17	0.6637	-0.6471	3	13	67	10	0.6003	2017	10	0.6003
295	goodswen s.j. (2017)	"<table><tr><td>Authors:</td><td>goodswen s.j.; kennedy p.j.; ellis j.t.</td></tr><tr><td>Title:</td><td>on the application of reverse vaccinology to parasitic diseases: a perspective on feature selection and ranking of vaccine candidates</td></tr><tr><td>Source:</td><td>international journal for parasitology, 47(12), 779-790</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.ijpara.2017.08.004	0.2111	0.1966	4	252	411	9	0.5402	2017	9	0.5402
296	tuju j. (2017)	"<table><tr><td>Authors:</td><td>tuju j.; kamuyu g.; murungi l.m.; osier f.h.a.</td></tr><tr><td>Title:</td><td>vaccine candidate discovery for the next generation of malaria vaccines</td></tr><tr><td>Source:</td><td>immunology, 152(2), 195-206</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1111/imm.12780	0.3734	0.3899	5	177	266	23	1.3806	2017	23	1.3806
297	ong e. (2017)	"<table><tr><td>Authors:</td><td>ong e.; wong m.u.; he y.</td></tr><tr><td>Title:</td><td>identification of new features from known bacterial protective vaccine antigens enhances rational vaccine design</td></tr><tr><td>Source:</td><td>frontiers in immunology, 8(oct)</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.3389/fimmu.2017.01382	0.1086	-0.1594	3	394	890	11	0.6603	2017	11	0.6603
298	muruato l.a. (2017b)	"<table><tr><td>Authors:</td><td>muruato l.a.; tapia d.; hatcher c.l.; kalita m.; brett p.j.; gregory a.e.; samuel j.e.; titball r.w.; torres a.g.</td></tr><tr><td>Title:</td><td>use of reverse vaccinology in the design and construction of nanoglycoconjugate vaccines against burkholderia pseudomallei</td></tr><tr><td>Source:</td><td>clinical and vaccine immunology, 24(11)</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1128/cvi.00206-17	-0.5821	-0.1192	3	265	524	26	1.5607	2017	26	1.5607
299	meunier m. (2017)	"<table><tr><td>Authors:</td><td>meunier m.; guyard-nicodème m.; vigouroux e.; poezevara t.; beven v.; quesne s.; bigault l.; amelot m.; dory d.; chemaly m.</td></tr><tr><td>Title:</td><td>promising new vaccine candidates against campylobacter in broilers</td></tr><tr><td>Source:</td><td>plos one, 12(11)</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1371/journal.pone.0188472	0.879	0.2904	4	251	375	23	1.3806	2017	23	1.3806
300	burton d.r. (2017)	"<table><tr><td>Authors:</td><td>burton d.r.</td></tr><tr><td>Title:</td><td>what are the most powerful immunogen design vaccine strategies?: reverse vaccinology 2.0 shows great promise</td></tr><tr><td>Source:</td><td>cold spring harbor perspectives in biology, 9(11)</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1101/cshperspect.a030262	0.4694	0.482	5	51	108	67	4.0217	2017	67	4.0217
301	dehghani b. (2017)	"<table><tr><td>Authors:</td><td>dehghani b.; ghasabi f.; hashempoor t.; joulaei h.; hasanshahi z.; halaji m.; chatrabnous n.; mousavi z.; moayedi j.</td></tr><tr><td>Title:</td><td>functional and structural characterization of ebola virus glycoprotein (1976-2015)-an in silico study</td></tr><tr><td>Source:</td><td>international journal of biomathematics, 10(8)</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1142/s179352451750108x	-0.985	-0.0862	1	221	471	11	0.6603	2017	11	0.6603
302	vishnu u.s. (2017)	"<table><tr><td>Authors:</td><td>vishnu u.s.; sankarasubramanian j.; gunasekaran p.; rajendhran j.</td></tr><tr><td>Title:</td><td>identification of potential antigens from non-classically secreted proteins and designing novel multitope peptide vaccine candidate against brucella melitensis through reverse vaccinology and immunoinformatics approach</td></tr><tr><td>Source:</td><td>infection, genetics and evolution, 55, 151-158</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.meegid.2017.09.015	-0.5029	0.0252	1	348	937	12	0.7203	2017	12	0.7203
303	baseer s. (2017)	"<table><tr><td>Authors:</td><td>baseer s.; ahmad s.; ranaghan k.e.; azam s.s.</td></tr><tr><td>Title:</td><td>towards a peptide-based vaccine against shigella sonnei: a subtractive reverse vaccinology based approach</td></tr><tr><td>Source:</td><td>biologicals, 50, 87-99</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.biologicals.2017.08.004	-0.5789	-0.4019	1	289	631	44	2.6411	2017	44	2.6411
304	antenucci f. (2017)	"<table><tr><td>Authors:</td><td>antenucci f.; fougeroux c.; bossé j.t.; magnowska z.; roesch c.; langford p.; holst p.j.; bojesen a.m.</td></tr><tr><td>Title:</td><td>identification and characterization of serovar-independent immunogens in actinobacillus pleuropneumoniae</td></tr><tr><td>Source:</td><td>veterinary research, 48(1)</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1186/s13567-017-0479-5	0.0817	-0.0019	5	289	497	11	0.6603	2017	11	0.6603
305	pradhan d. (2017)	"<table><tr><td>Authors:</td><td>pradhan d.; yadav m.; verma r.; khan n.s.; jena l.; jain a.k.</td></tr><tr><td>Title:</td><td>discovery of t-cell driven subunit vaccines from zika virus genome: an immunoinformatics approach</td></tr><tr><td>Source:</td><td>interdisciplinary sciences: computational life sciences, 9(4), 468-477</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1007/s12539-017-0238-3	-0.8537	-0.0484	1	238	402	9	0.5402	2017	9	0.5402
306	gourlay l. (2017)	"<table><tr><td>Authors:</td><td>gourlay l.; peri c.; bolognesi m.; colombo g.</td></tr><tr><td>Title:</td><td>structure and computation in immunoreagent design: from diagnostics to vaccines</td></tr><tr><td>Source:</td><td>trends in biotechnology, 35(12), 1208-1220</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.tibtech.2017.06.018	0.2983	-0.1466	2	333	547	12	0.7203	2017	12	0.7203
307	kanagavel m. (2017)	"<table><tr><td>Authors:</td><td>kanagavel m.; shanmughapriya s.; aishwarya k.v.l.; ponmurugan k.; murugan k.; al-dhabi n.a.; natarajaseenivasan k.</td></tr><tr><td>Title:</td><td>peptide specific monoclonal antibodies of leptospiral liga for acute diagnosis of leptospirosis</td></tr><tr><td>Source:</td><td>scientific reports, 7(1)</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1038/s41598-017-03658-0	-0.3205	-0.7007	7	57	67	7	0.4202	2017	7	0.4202
308	dikhit m.r. (2017)	"<table><tr><td>Authors:</td><td>dikhit m.r.; kumar a.; das s.; dehury b.; rout a.k.; jamal f.; sahoo g.c.; topno r.k.; pandey k.; das v.; bimal s.; das p.</td></tr><tr><td>Title:</td><td>identification of potential mhc class-ii-restricted epitopes derived from leishmania donovani antigens by reverse vaccinology and evaluation of their cd4+ t-cell responsiveness against visceral leishmaniasis</td></tr><tr><td>Source:</td><td>frontiers in immunology, 8(dec)</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.3389/fimmu.2017.01763	-0.9097	0.1166	1	91	168	38	2.281	2017	38	2.281
309	khan a.m. (2017)	"<table><tr><td>Authors:</td><td>khan a.m.; hu y.; miotto o.; thevasagayam n.m.; sukumaran r.; abd raman h.s.; brusic v.; tan t.w.; thomas august j.</td></tr><tr><td>Title:</td><td>analysis of viral diversity for vaccine target discovery</td></tr><tr><td>Source:</td><td>bmc medical genomics, 10</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1186/s12920-017-0301-2	-0.3548	-0.1014	1	69	105	12	0.7203	2017	12	0.7203
310	grabowski j.m. (2017)	"<table><tr><td>Authors:</td><td>grabowski j.m.; hill c.a.</td></tr><tr><td>Title:</td><td>a roadmap for tick-borne flavivirus research in the ""omics"" era</td></tr><tr><td>Source:</td><td>frontiers in cellular and infection microbiology, 7(dec)</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.3389/fcimb.2017.00519	-0.1098	0.3641	5	21	41	9	0.5402	2017	9	0.5402
311	rana a. (2018)	"<table><tr><td>Authors:</td><td>rana a.; thakur s.; kumar g.; akhter y.</td></tr><tr><td>Title:</td><td>recent trends in system-scale integrative approaches for discovering protective antigens against mycobacterial pathogens</td></tr><tr><td>Source:</td><td>frontiers in genetics, 9</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.3389/fgene.2018.00572	0.0516	0.2361	6	407	952	8	0.4935	2018	8	0.4935
312	kaliamurthi s. (2018)	"<table><tr><td>Authors:</td><td>kaliamurthi s.; selvaraj g.; junaid m.; khan a.; gu k.; wei d.-q.</td></tr><tr><td>Title:</td><td>cancer immunoinformatics: a promising era in the development of peptide vaccines for human papillomavirus-induced cervical cancer</td></tr><tr><td>Source:</td><td>current pharmaceutical design, 24(32), 3791-3817</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.2174/1381612824666181106094133	-0.8991	-0.1218	1	304	1235	18	1.1105	2018	18	1.1105
313	hisham y. (2018)	"<table><tr><td>Authors:</td><td>hisham y.; ashhab y.</td></tr><tr><td>Title:</td><td>identification of cross-protective potential antigens against pathogenic brucella spp. through combining pan-genome analysis with reverse vaccinology</td></tr><tr><td>Source:</td><td>journal of immunology research, 2018</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1155/2018/1474517	-0.1632	-0.1814	1	403	918	18	1.1105	2018	18	1.1105
314	wang y.b. (2018)	"<table><tr><td>Authors:</td><td>wang y.b.; wang l.p.; li p.</td></tr><tr><td>Title:</td><td>perspectives on novel vaccine development</td></tr><tr><td>Source:</td><td>polish journal of veterinary sciences, 21(3), 643-649</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.24425/124302	0.6417	-0.0655	2	265	455	3	0.1851	2018	3	0.1851
315	subramaniyan v. (2018)	"<table><tr><td>Authors:</td><td>subramaniyan v.; venkatachalam r.; srinivasan p.; palani m.</td></tr><tr><td>Title:</td><td>in silico prediction of monovalent and chimeric tetravalent vaccines for prevention and treatment of dengue fever</td></tr><tr><td>Source:</td><td>journal of biomedical research, 32(3), 222-236</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.7555/jbr.31.20160109	-0.7644	-0.2941	1	221	367	3	0.1851	2018	3	0.1851
316	sarom a.d. (2018)	"<table><tr><td>Authors:</td><td>sarom a.d.; jaiswal a.k.; tiwari s.; oliveira l.d.c.; barh d.; azevedo v.; oliveira c.j.; soares s.d.c.</td></tr><tr><td>Title:</td><td>putative vaccine candidates and drug targets identified by reverse vaccinology and subtractive genomics approaches to control haemophilus ducreyi, the causative agent of chancroid</td></tr><tr><td>Source:</td><td>journal of the royal society interface, 15(142)</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1098/rsif.2018.0032	-0.2126	-0.0914	3	311	632	4	0.2468	2018	4	0.2468
317	bashiru g. (2018)	"<table><tr><td>Authors:</td><td>bashiru g.; bahaman a.r.</td></tr><tr><td>Title:</td><td>advances & challenges in leptospiral vaccine development</td></tr><tr><td>Source:</td><td>indian journal of medical research, 147(january), 15-22</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.4103/ijmr.ijmr_1022_16	0.0772	-0.7891	7	16	100	13	0.802	2018	13	0.802
318	andreotti r. (2018)	"<table><tr><td>Authors:</td><td>andreotti r.; giachetto p.f.; cunha r.c.</td></tr><tr><td>Title:</td><td>advances in tick vaccinology in brazil: from gene expression to immunoprotection</td></tr><tr><td>Source:</td><td>frontiers in bioscience - scholar, 10(1), 127-142</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.2741/s504	0.0055	0.2291	5	298	486	5	0.3085	2018	5	0.3085
319	de souza c. (2018)	"<table><tr><td>Authors:</td><td>de souza c.; lopes m.d.; de oliveira f.m.; passos m.j.f.; ferreira l.c.g.; faria b.f.; villar j.a.f.p.; junior m.c.; taranto a.g.; dos santos l.l.; fonseca c.t.; de oliveira lopes d.</td></tr><tr><td>Title:</td><td>rational selection of immunodominant and preserved epitope sm043300e from schistosoma mansoni and design of a chimeric molecule for biotechnological purposes</td></tr><tr><td>Source:</td><td>molecular immunology, 93, 133-143</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.molimm.2017.11.019	-0.3856	-0.0361	7	319	539	3	0.1851	2018	3	0.1851
320	klima c.l. (2018)	"<table><tr><td>Authors:</td><td>klima c.l.; zaheer r.; cook s.r.; rasmussen j.; alexander t.w.; potter a.; hendrick s.; mcallister t.a.</td></tr><tr><td>Title:</td><td>in silico identification and high throughput screening of antigenic proteins as candidates for a mannheimia haemolytica vaccine</td></tr><tr><td>Source:</td><td>veterinary immunology and immunopathology, 195, 19-24</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.vetimm.2017.11.004	0.4775	0.0248	2	329	543	4	0.2468	2018	4	0.2468
321	van regenmortel m.h.v. (2018)	"<table><tr><td>Authors:</td><td>van regenmortel m.h.v.</td></tr><tr><td>Title:</td><td>development of a preventive hiv vaccine requires solving inverse problems which is unattainable by rational vaccine design</td></tr><tr><td>Source:</td><td>frontiers in immunology, 8(jan)</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.3389/fimmu.2017.02009	0.8137	0.6024	5	95	286	10	0.6169	2018	10	0.6169
322	contreras m. (2018)	"<table><tr><td>Authors:</td><td>contreras m.; villar m.; artigas-jerónimo s.; kornieieva l.; mytrofanov s.; de la fuente j.</td></tr><tr><td>Title:</td><td>a reverse vaccinology approach to the identification and characterization of ctenocephalides felis candidate protective antigens for the control of cat flea infestations</td></tr><tr><td>Source:</td><td>parasites and vectors, 11(1)</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1186/s13071-018-2618-x	0.1636	0.3784	5	161	189	13	0.802	2018	13	0.802
323	hegde n.r. (2018)	"<table><tr><td>Authors:</td><td>hegde n.r.; gauthami s.; sampath kumar h.m.; bayry j.</td></tr><tr><td>Title:</td><td>the use of databases, data mining and immunoinformatics in vaccinology: where are we?</td></tr><tr><td>Source:</td><td>expert opinion on drug discovery, 13(2), 117-130</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1080/17460441.2018.1413088	0.5731	0.0968	2	354	949	16	0.9871	2018	16	0.9871
324	vakili b. (2018a)	"<table><tr><td>Authors:</td><td>vakili b.; nezafat n.; hatam g.r.; zare b.; erfani n.; ghasemi y.</td></tr><tr><td>Title:</td><td>proteome-scale identification of leishmania infantum for novel vaccine candidates: a hierarchical subtractive approach</td></tr><tr><td>Source:</td><td>computational biology and chemistry, 72, 16-25</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.compbiolchem.2017.12.008	-0.6609	-0.0058	1	314	746	10	0.6169	2018	10	0.6169
325	asad y. (2018)	"<table><tr><td>Authors:</td><td>asad y.; ahmad s.; rungrotmongkol t.; ranaghan k.e.; azam s.s.</td></tr><tr><td>Title:</td><td>immuno-informatics driven proteome-wide investigation revealed novel peptide-based vaccine targets against emerging multiple drug resistant providencia stuartii</td></tr><tr><td>Source:</td><td>journal of molecular graphics and modelling, 80, 238-250</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.jmgm.2018.01.010	-0.2952	-0.1138	1	378	1096	15	0.9254	2018	15	0.9254
326	baliga p. (2018)	"<table><tr><td>Authors:</td><td>baliga p.; shekar m.; venugopal m.n.</td></tr><tr><td>Title:</td><td>potential outer membrane protein candidates for vaccine development against the pathogen vibrio anguillarum: a reverse vaccinology based identification</td></tr><tr><td>Source:</td><td>current microbiology, 75(3), 368-377</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1007/s00284-017-1390-z	0.0223	-0.0907	4	414	956	8	0.4935	2018	8	0.4935
327	kazi a. (2018)	"<table><tr><td>Authors:</td><td>kazi a.; chuah c.; majeed a.b.a.; leow c.h.; lim b.h.; leow c.y.</td></tr><tr><td>Title:</td><td>current progress of immunoinformatics approach harnessed for cellular- and antibody-dependent vaccine design</td></tr><tr><td>Source:</td><td>pathogens and global health, 112(3), 123-131</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1080/20477724.2018.1446773	-0.4289	-0.0305	1	357	918	44	2.7145	2018	44	2.7145
328	meunier m. (2018)	"<table><tr><td>Authors:</td><td>meunier m.; guyard-nicodème m.; vigouroux e.; poezevara t.; béven v.; quesne s.; amelot m.; parra a.; chemaly m.; dory d.</td></tr><tr><td>Title:</td><td>a dna prime/protein boost vaccine protocol developed against campylobacter jejuni for poultry</td></tr><tr><td>Source:</td><td>vaccine, 36(16), 2119-2125</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.vaccine.2018.03.004	1.0755	0.4299	4	6	38	7	0.4319	2018	7	0.4319
329	ringel o. (2018)	"<table><tr><td>Authors:</td><td>ringel o.; vieillard v.; debré p.; eichler j.; büning h.; dietrich u.</td></tr><tr><td>Title:</td><td>the hard way towards an antibody-based hiv-1 env vaccine: lessons from other viruses</td></tr><tr><td>Source:</td><td>viruses, 10(4)</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.3390/v10040197	0.3783	0.4995	5	48	102	10	0.6169	2018	10	0.6169
330	matsuyama t. (2018)	"<table><tr><td>Authors:</td><td>matsuyama t.; sano n.; takano t.; sakai t.; yasuike m.; fujiwara a.; kawato y.; kurita j.; yoshida k.; shimada y.; nakayasu c.</td></tr><tr><td>Title:</td><td>antibody profiling using a recombinant protein–based multiplex elisa array accelerates recombinant vaccine development: case study on red sea bream iridovirus as a reverse vaccinology model</td></tr><tr><td>Source:</td><td>vaccine, 36(19), 2643-2649</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.vaccine.2018.03.059	-0.1324	0.2226	5	16	17	6	0.3702	2018	6	0.3702
331	terranova l. (2018)	"<table><tr><td>Authors:</td><td>terranova l.; principi n.; bianchini s.; di pietro g.; umbrello g.; madini b.; esposito s.</td></tr><tr><td>Title:</td><td>neisseria meningitidis serogroup b carriage by adolescents and young adults living in milan, italy: prevalence of strains potentially covered by the presently available meningococcal b vaccines</td></tr><tr><td>Source:</td><td>human vaccines and immunotherapeutics, 14(5), 1070-1074</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1080/21645515.2018.1450121	1.6171	-0.0003	2	26	45	6	0.3702	2018	6	0.3702
332	tagliabue a. (2018)	"<table><tr><td>Authors:</td><td>tagliabue a.; rappuoli r.</td></tr><tr><td>Title:</td><td>changing priorities in vaccinology: antibiotic resistance moving to the top</td></tr><tr><td>Source:</td><td>frontiers in immunology, 9(may)</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.3389/fimmu.2018.01068	0.5857	0.3508	5	168	223	81	4.9971	2018	81	4.9971
333	zhang q. (2018)	"<table><tr><td>Authors:</td><td>zhang q.; lin k.; wang c.; xu z.; yang l.; ma q.</td></tr><tr><td>Title:</td><td>identification of streptococcus mitis321a vaccine antigens based on reverse vaccinology</td></tr><tr><td>Source:</td><td>molecular medicine reports, 17(6), 7477-7486</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.3892/mmr.2018.8799	0.1882	0.0075	5	168	220	1	0.0617	2018	1	0.0617
334	khan f. (2018)	"<table><tr><td>Authors:</td><td>khan f.; srivastava v.; kumar a.</td></tr><tr><td>Title:</td><td>epitope based peptide prediction from proteome of enterotoxigenic e.coli</td></tr><tr><td>Source:</td><td>international journal of peptide research and therapeutics, 24(2), 323-336</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1007/s10989-017-9617-1	-0.6585	-0.3155	1	265	549	3	0.1851	2018	3	0.1851
335	verma s. (2018)	"<table><tr><td>Authors:</td><td>verma s.; sugadev r.; kumar a.; chandna s.; ganju l.; bansal a.</td></tr><tr><td>Title:</td><td>multi-epitope dnak peptide vaccine against s.typhi: an in silico approach</td></tr><tr><td>Source:</td><td>vaccine, 36(28), 4014-4022</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.vaccine.2018.05.106	-0.8062	0.6219	6	118	207	13	0.802	2018	13	0.802
336	ho p.-y. (2018)	"<table><tr><td>Authors:</td><td>ho p.-y.; chen y.-c.; maekawa s.; hu h.-h.; tsai a.-w.; chang y.-f.; wang p.-c.; chen s.-c.</td></tr><tr><td>Title:</td><td>efficacy of recombinant protein vaccines for protection against nocardia seriolae infection in the largemouth bass micropterus salmoides</td></tr><tr><td>Source:</td><td>fish and shellfish immunology, 78, 35-41</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.fsi.2018.04.024	-0.1161	-0.4542	3	96	99	13	0.802	2018	13	0.802
337	bidmos f.a. (2018a)	"<table><tr><td>Authors:</td><td>bidmos f.a.; nadel s.; screaton g.r.; kroll j.s.; langford p.r.</td></tr><tr><td>Title:</td><td>cross-reactive bactericidal antimeningococcal antibodies can be isolated from convalescing invasive meningococcal disease patients using reverse vaccinology 2.0</td></tr><tr><td>Source:</td><td>frontiers in immunology, 9(jul)</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.3389/fimmu.2018.01621	1.0078	0.1948	5	69	102	2	0.1234	2018	2	0.1234
338	ahmad s. (2018)	"<table><tr><td>Authors:</td><td>ahmad s.; azam s.s.</td></tr><tr><td>Title:</td><td>a novel approach of virulome based reverse vaccinology for exploring and validating peptide-based vaccine candidates against the most troublesome nosocomial pathogen: acinetobacter baumannii</td></tr><tr><td>Source:</td><td>journal of molecular graphics and modelling, 83, 1-11</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.jmgm.2018.04.020	-0.6747	-0.2706	1	264	784	6	0.3702	2018	6	0.3702
339	goodswen s.j. (2018)	"<table><tr><td>Authors:</td><td>goodswen s.j.; kennedy p.j.; ellis j.t.</td></tr><tr><td>Title:</td><td>a gene-based positive selection detection approach to identify vaccine candidates using toxoplasma gondii as a test case protozoan pathogen</td></tr><tr><td>Source:</td><td>frontiers in genetics, 9(aug)</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.3389/fgene.2018.00332	0.1832	-0.0436	4	394	908	8	0.4935	2018	8	0.4935
340	shahar e. (2018)	"<table><tr><td>Authors:</td><td>shahar e.; haddas r.; goldenberg d.; lublin a.; bloch i.; bachner hinenzon n.; pitcovski j.</td></tr><tr><td>Title:</td><td>newcastle disease virus: is an updated attenuated vaccine needed?</td></tr><tr><td>Source:</td><td>avian pathology, 47(5), 467-478</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1080/03079457.2018.1488240	-0.361	0.1268	5	15	15	9	0.5552	2018	9	0.5552
