id	label	description	url	x	y	cluster	weight<Links>	weight<Citations>	weight<Norm. citations>	score<Pub. year>	score<Citations>	score<Norm. citations>
300	burton d.r. (2017)	"<table><tr><td>Authors:</td><td>burton d.r.</td></tr><tr><td>Title:</td><td>what are the most powerful immunogen design vaccine strategies?: reverse vaccinology 2.0 shows great promise</td></tr><tr><td>Source:</td><td>cold spring harbor perspectives in biology, 9(11)</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1101/cshperspect.a030262	-0.403	0.5067	18	4	67	4.0217	2017	67	4.0217
301	dehghani b. (2017)	"<table><tr><td>Authors:</td><td>dehghani b.; ghasabi f.; hashempoor t.; joulaei h.; hasanshahi z.; halaji m.; chatrabnous n.; mousavi z.; moayedi j.</td></tr><tr><td>Title:</td><td>functional and structural characterization of ebola virus glycoprotein (1976-2015)-an in silico study</td></tr><tr><td>Source:</td><td>international journal of biomathematics, 10(8)</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1142/s179352451750108x	0.3278	2.9526	35	3	11	0.6603	2017	11	0.6603
302	vishnu u.s. (2017)	"<table><tr><td>Authors:</td><td>vishnu u.s.; sankarasubramanian j.; gunasekaran p.; rajendhran j.</td></tr><tr><td>Title:</td><td>identification of potential antigens from non-classically secreted proteins and designing novel multitope peptide vaccine candidate against brucella melitensis through reverse vaccinology and immunoinformatics approach</td></tr><tr><td>Source:</td><td>infection, genetics and evolution, 55, 151-158</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.meegid.2017.09.015	0.0124	-0.179	5	9	12	0.7203	2017	12	0.7203
303	baseer s. (2017)	"<table><tr><td>Authors:</td><td>baseer s.; ahmad s.; ranaghan k.e.; azam s.s.</td></tr><tr><td>Title:</td><td>towards a peptide-based vaccine against shigella sonnei: a subtractive reverse vaccinology based approach</td></tr><tr><td>Source:</td><td>biologicals, 50, 87-99</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.biologicals.2017.08.004	0.408	0.4032	1	16	44	2.6411	2017	44	2.6411
304	antenucci f. (2017)	"<table><tr><td>Authors:</td><td>antenucci f.; fougeroux c.; bossé j.t.; magnowska z.; roesch c.; langford p.; holst p.j.; bojesen a.m.</td></tr><tr><td>Title:</td><td>identification and characterization of serovar-independent immunogens in actinobacillus pleuropneumoniae</td></tr><tr><td>Source:</td><td>veterinary research, 48(1)</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1186/s13567-017-0479-5	0.1014	0.1349	7	5	11	0.6603	2017	11	0.6603
305	pradhan d. (2017)	"<table><tr><td>Authors:</td><td>pradhan d.; yadav m.; verma r.; khan n.s.; jena l.; jain a.k.</td></tr><tr><td>Title:</td><td>discovery of t-cell driven subunit vaccines from zika virus genome: an immunoinformatics approach</td></tr><tr><td>Source:</td><td>interdisciplinary sciences: computational life sciences, 9(4), 468-477</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1007/s12539-017-0238-3	-0.2729	-0.3775	15	3	9	0.5402	2017	9	0.5402
306	gourlay l. (2017)	"<table><tr><td>Authors:</td><td>gourlay l.; peri c.; bolognesi m.; colombo g.</td></tr><tr><td>Title:</td><td>structure and computation in immunoreagent design: from diagnostics to vaccines</td></tr><tr><td>Source:</td><td>trends in biotechnology, 35(12), 1208-1220</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.tibtech.2017.06.018	-0.391	0.0268	18	8	12	0.7203	2017	12	0.7203
308	dikhit m.r. (2017)	"<table><tr><td>Authors:</td><td>dikhit m.r.; kumar a.; das s.; dehury b.; rout a.k.; jamal f.; sahoo g.c.; topno r.k.; pandey k.; das v.; bimal s.; das p.</td></tr><tr><td>Title:</td><td>identification of potential mhc class-ii-restricted epitopes derived from leishmania donovani antigens by reverse vaccinology and evaluation of their cd4+ t-cell responsiveness against visceral leishmaniasis</td></tr><tr><td>Source:</td><td>frontiers in immunology, 8(dec)</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.3389/fimmu.2017.01763	-0.3494	-0.7939	11	6	38	2.281	2017	38	2.281
310	grabowski j.m. (2017)	"<table><tr><td>Authors:</td><td>grabowski j.m.; hill c.a.</td></tr><tr><td>Title:</td><td>a roadmap for tick-borne flavivirus research in the ""omics"" era</td></tr><tr><td>Source:</td><td>frontiers in cellular and infection microbiology, 7(dec)</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.3389/fcimb.2017.00519	-0.6061	-0.839	27	2	9	0.5402	2017	9	0.5402
311	rana a. (2018)	"<table><tr><td>Authors:</td><td>rana a.; thakur s.; kumar g.; akhter y.</td></tr><tr><td>Title:</td><td>recent trends in system-scale integrative approaches for discovering protective antigens against mycobacterial pathogens</td></tr><tr><td>Source:</td><td>frontiers in genetics, 9</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.3389/fgene.2018.00572	-0.0868	-0.4316	24	11	8	0.4935	2018	8	0.4935
312	kaliamurthi s. (2018)	"<table><tr><td>Authors:</td><td>kaliamurthi s.; selvaraj g.; junaid m.; khan a.; gu k.; wei d.-q.</td></tr><tr><td>Title:</td><td>cancer immunoinformatics: a promising era in the development of peptide vaccines for human papillomavirus-induced cervical cancer</td></tr><tr><td>Source:</td><td>current pharmaceutical design, 24(32), 3791-3817</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.2174/1381612824666181106094133	0.1283	0.0082	22	6	18	1.1105	2018	18	1.1105
313	hisham y. (2018)	"<table><tr><td>Authors:</td><td>hisham y.; ashhab y.</td></tr><tr><td>Title:</td><td>identification of cross-protective potential antigens against pathogenic brucella spp. through combining pan-genome analysis with reverse vaccinology</td></tr><tr><td>Source:</td><td>journal of immunology research, 2018</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1155/2018/1474517	-0.0677	0.0181	5	6	18	1.1105	2018	18	1.1105
314	wang y.b. (2018)	"<table><tr><td>Authors:</td><td>wang y.b.; wang l.p.; li p.</td></tr><tr><td>Title:</td><td>perspectives on novel vaccine development</td></tr><tr><td>Source:</td><td>polish journal of veterinary sciences, 21(3), 643-649</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.24425/124302	-0.4091	-0.0509	3	3	3	0.1851	2018	3	0.1851
315	subramaniyan v. (2018)	"<table><tr><td>Authors:</td><td>subramaniyan v.; venkatachalam r.; srinivasan p.; palani m.</td></tr><tr><td>Title:</td><td>in silico prediction of monovalent and chimeric tetravalent vaccines for prevention and treatment of dengue fever</td></tr><tr><td>Source:</td><td>journal of biomedical research, 32(3), 222-236</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.7555/jbr.31.20160109	1.2986	-0.4079	26	2	3	0.1851	2018	3	0.1851
316	sarom a.d. (2018)	"<table><tr><td>Authors:</td><td>sarom a.d.; jaiswal a.k.; tiwari s.; oliveira l.d.c.; barh d.; azevedo v.; oliveira c.j.; soares s.d.c.</td></tr><tr><td>Title:</td><td>putative vaccine candidates and drug targets identified by reverse vaccinology and subtractive genomics approaches to control haemophilus ducreyi, the causative agent of chancroid</td></tr><tr><td>Source:</td><td>journal of the royal society interface, 15(142)</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1098/rsif.2018.0032	0.4313	-0.0038	20	7	4	0.2468	2018	4	0.2468
317	bashiru g. (2018)	"<table><tr><td>Authors:</td><td>bashiru g.; bahaman a.r.</td></tr><tr><td>Title:</td><td>advances & challenges in leptospiral vaccine development</td></tr><tr><td>Source:</td><td>indian journal of medical research, 147(january), 15-22</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.4103/ijmr.ijmr_1022_16	-0.4448	-0.4835	9	1	13	0.802	2018	13	0.802
318	andreotti r. (2018)	"<table><tr><td>Authors:</td><td>andreotti r.; giachetto p.f.; cunha r.c.</td></tr><tr><td>Title:</td><td>advances in tick vaccinology in brazil: from gene expression to immunoprotection</td></tr><tr><td>Source:</td><td>frontiers in bioscience - scholar, 10(1), 127-142</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.2741/s504	-0.7216	-0.7252	27	9	5	0.3085	2018	5	0.3085
319	de souza c. (2018)	"<table><tr><td>Authors:</td><td>de souza c.; lopes m.d.; de oliveira f.m.; passos m.j.f.; ferreira l.c.g.; faria b.f.; villar j.a.f.p.; junior m.c.; taranto a.g.; dos santos l.l.; fonseca c.t.; de oliveira lopes d.</td></tr><tr><td>Title:</td><td>rational selection of immunodominant and preserved epitope sm043300e from schistosoma mansoni and design of a chimeric molecule for biotechnological purposes</td></tr><tr><td>Source:</td><td>molecular immunology, 93, 133-143</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.molimm.2017.11.019	-0.4784	-0.6067	28	9	3	0.1851	2018	3	0.1851
320	klima c.l. (2018)	"<table><tr><td>Authors:</td><td>klima c.l.; zaheer r.; cook s.r.; rasmussen j.; alexander t.w.; potter a.; hendrick s.; mcallister t.a.</td></tr><tr><td>Title:</td><td>in silico identification and high throughput screening of antigenic proteins as candidates for a mannheimia haemolytica vaccine</td></tr><tr><td>Source:</td><td>veterinary immunology and immunopathology, 195, 19-24</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.vetimm.2017.11.004	-0.3336	-0.0291	6	2	4	0.2468	2018	4	0.2468
321	van regenmortel m.h.v. (2018)	"<table><tr><td>Authors:</td><td>van regenmortel m.h.v.</td></tr><tr><td>Title:</td><td>development of a preventive hiv vaccine requires solving inverse problems which is unattainable by rational vaccine design</td></tr><tr><td>Source:</td><td>frontiers in immunology, 8(jan)</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.3389/fimmu.2017.02009	-1.5183	1.4786	23	3	10	0.6169	2018	10	0.6169
322	contreras m. (2018)	"<table><tr><td>Authors:</td><td>contreras m.; villar m.; artigas-jerónimo s.; kornieieva l.; mytrofanov s.; de la fuente j.</td></tr><tr><td>Title:</td><td>a reverse vaccinology approach to the identification and characterization of ctenocephalides felis candidate protective antigens for the control of cat flea infestations</td></tr><tr><td>Source:</td><td>parasites and vectors, 11(1)</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1186/s13071-018-2618-x	-0.1201	0.3896	12	4	13	0.802	2018	13	0.802
323	hegde n.r. (2018)	"<table><tr><td>Authors:</td><td>hegde n.r.; gauthami s.; sampath kumar h.m.; bayry j.</td></tr><tr><td>Title:</td><td>the use of databases, data mining and immunoinformatics in vaccinology: where are we?</td></tr><tr><td>Source:</td><td>expert opinion on drug discovery, 13(2), 117-130</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1080/17460441.2018.1413088	-0.0768	0.2836	14	9	16	0.9871	2018	16	0.9871
324	vakili b. (2018a)	"<table><tr><td>Authors:</td><td>vakili b.; nezafat n.; hatam g.r.; zare b.; erfani n.; ghasemi y.</td></tr><tr><td>Title:</td><td>proteome-scale identification of leishmania infantum for novel vaccine candidates: a hierarchical subtractive approach</td></tr><tr><td>Source:</td><td>computational biology and chemistry, 72, 16-25</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.compbiolchem.2017.12.008	-0.279	-0.4603	9	8	10	0.6169	2018	10	0.6169
325	asad y. (2018)	"<table><tr><td>Authors:</td><td>asad y.; ahmad s.; rungrotmongkol t.; ranaghan k.e.; azam s.s.</td></tr><tr><td>Title:</td><td>immuno-informatics driven proteome-wide investigation revealed novel peptide-based vaccine targets against emerging multiple drug resistant providencia stuartii</td></tr><tr><td>Source:</td><td>journal of molecular graphics and modelling, 80, 238-250</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.jmgm.2018.01.010	0.3382	0.3754	1	14	15	0.9254	2018	15	0.9254
326	baliga p. (2018)	"<table><tr><td>Authors:</td><td>baliga p.; shekar m.; venugopal m.n.</td></tr><tr><td>Title:</td><td>potential outer membrane protein candidates for vaccine development against the pathogen vibrio anguillarum: a reverse vaccinology based identification</td></tr><tr><td>Source:</td><td>current microbiology, 75(3), 368-377</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1007/s00284-017-1390-z	-0.1425	0.4417	12	8	8	0.4935	2018	8	0.4935
327	kazi a. (2018)	"<table><tr><td>Authors:</td><td>kazi a.; chuah c.; majeed a.b.a.; leow c.h.; lim b.h.; leow c.y.</td></tr><tr><td>Title:</td><td>current progress of immunoinformatics approach harnessed for cellular- and antibody-dependent vaccine design</td></tr><tr><td>Source:</td><td>pathogens and global health, 112(3), 123-131</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1080/20477724.2018.1446773	0.457	0.0632	2	14	44	2.7145	2018	44	2.7145
328	meunier m. (2018)	"<table><tr><td>Authors:</td><td>meunier m.; guyard-nicodème m.; vigouroux e.; poezevara t.; béven v.; quesne s.; amelot m.; parra a.; chemaly m.; dory d.</td></tr><tr><td>Title:</td><td>a dna prime/protein boost vaccine protocol developed against campylobacter jejuni for poultry</td></tr><tr><td>Source:</td><td>vaccine, 36(16), 2119-2125</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.vaccine.2018.03.004	-0.2929	0.2143	14	2	7	0.4319	2018	7	0.4319
329	ringel o. (2018)	"<table><tr><td>Authors:</td><td>ringel o.; vieillard v.; debré p.; eichler j.; büning h.; dietrich u.</td></tr><tr><td>Title:</td><td>the hard way towards an antibody-based hiv-1 env vaccine: lessons from other viruses</td></tr><tr><td>Source:</td><td>viruses, 10(4)</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.3390/v10040197	-1.5273	1.4402	23	2	10	0.6169	2018	10	0.6169
332	tagliabue a. (2018)	"<table><tr><td>Authors:</td><td>tagliabue a.; rappuoli r.</td></tr><tr><td>Title:</td><td>changing priorities in vaccinology: antibiotic resistance moving to the top</td></tr><tr><td>Source:</td><td>frontiers in immunology, 9(may)</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.3389/fimmu.2018.01068	-0.2466	0.507	13	4	81	4.9971	2018	81	4.9971
333	zhang q. (2018)	"<table><tr><td>Authors:</td><td>zhang q.; lin k.; wang c.; xu z.; yang l.; ma q.</td></tr><tr><td>Title:</td><td>identification of streptococcus mitis321a vaccine antigens based on reverse vaccinology</td></tr><tr><td>Source:</td><td>molecular medicine reports, 17(6), 7477-7486</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.3892/mmr.2018.8799	-0.4142	-0.3065	27	6	1	0.0617	2018	1	0.0617
334	khan f. (2018)	"<table><tr><td>Authors:</td><td>khan f.; srivastava v.; kumar a.</td></tr><tr><td>Title:</td><td>epitope based peptide prediction from proteome of enterotoxigenic e.coli</td></tr><tr><td>Source:</td><td>international journal of peptide research and therapeutics, 24(2), 323-336</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1007/s10989-017-9617-1	0.7757	0.2383	16	2	3	0.1851	2018	3	0.1851
335	verma s. (2018)	"<table><tr><td>Authors:</td><td>verma s.; sugadev r.; kumar a.; chandna s.; ganju l.; bansal a.</td></tr><tr><td>Title:</td><td>multi-epitope dnak peptide vaccine against s.typhi: an in silico approach</td></tr><tr><td>Source:</td><td>vaccine, 36(28), 4014-4022</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.vaccine.2018.05.106	0.3458	0.4717	7	4	13	0.802	2018	13	0.802
337	bidmos f.a. (2018a)	"<table><tr><td>Authors:</td><td>bidmos f.a.; nadel s.; screaton g.r.; kroll j.s.; langford p.r.</td></tr><tr><td>Title:</td><td>cross-reactive bactericidal antimeningococcal antibodies can be isolated from convalescing invasive meningococcal disease patients using reverse vaccinology 2.0</td></tr><tr><td>Source:</td><td>frontiers in immunology, 9(jul)</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.3389/fimmu.2018.01621	-0.5131	0.3292	18	3	2	0.1234	2018	2	0.1234
338	ahmad s. (2018)	"<table><tr><td>Authors:</td><td>ahmad s.; azam s.s.</td></tr><tr><td>Title:</td><td>a novel approach of virulome based reverse vaccinology for exploring and validating peptide-based vaccine candidates against the most troublesome nosocomial pathogen: acinetobacter baumannii</td></tr><tr><td>Source:</td><td>journal of molecular graphics and modelling, 83, 1-11</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.jmgm.2018.04.020	0.209	0.657	13	8	6	0.3702	2018	6	0.3702
339	goodswen s.j. (2018)	"<table><tr><td>Authors:</td><td>goodswen s.j.; kennedy p.j.; ellis j.t.</td></tr><tr><td>Title:</td><td>a gene-based positive selection detection approach to identify vaccine candidates using toxoplasma gondii as a test case protozoan pathogen</td></tr><tr><td>Source:</td><td>frontiers in genetics, 9(aug)</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.3389/fgene.2018.00332	-0.1162	-0.1799	25	10	8	0.4935	2018	8	0.4935
341	nagpal g. (2018)	"<table><tr><td>Authors:</td><td>nagpal g.; usmani s.s.; raghava g.p.s.</td></tr><tr><td>Title:</td><td>a web resource for designing subunit vaccine against major pathogenic species of bacteria</td></tr><tr><td>Source:</td><td>frontiers in immunology, 9(oct)</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.3389/fimmu.2018.02280	0.0321	0.3212	7	3	18	1.1105	2018	18	1.1105
342	bidmos f.a. (2018b)	"<table><tr><td>Authors:</td><td>bidmos f.a.; siris s.; gladstone c.a.; langford p.r.</td></tr><tr><td>Title:</td><td>bacterial vaccine antigen discovery in the reverse vaccinology 2.0 era: progress and challenges</td></tr><tr><td>Source:</td><td>frontiers in immunology, 9(oct)</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.3389/fimmu.2018.02315	-0.4283	0.2766	18	12	12	0.7403	2018	12	0.7403
343	validi m. (2018)	"<table><tr><td>Authors:</td><td>validi m.; karkhah a.; prajapati v.k.; nouri h.r.</td></tr><tr><td>Title:</td><td>immuno-informatics based approaches to design a novel multi epitope-based vaccine for immune response reinforcement against leptospirosis</td></tr><tr><td>Source:</td><td>molecular immunology, 104, 128-138</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.molimm.2018.11.005	-0.3724	-0.5552	9	3	13	0.802	2018	13	0.802
344	ain q.u. (2018)	"<table><tr><td>Authors:</td><td>ain q.u.; ahmad s.; azam s.s.</td></tr><tr><td>Title:</td><td>subtractive proteomics and immunoinformatics revealed novel b-cell derived t-cell epitopes against yersinia enterocolitica: an etiological agent of yersiniosis</td></tr><tr><td>Source:</td><td>microbial pathogenesis, 125, 336-348</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.micpath.2018.09.042	0.1889	0.4796	13	7	11	0.6786	2018	11	0.6786
346	dikhit m.r. (2018)	"<table><tr><td>Authors:</td><td>dikhit m.r.; das s.; mahantesh v.; kumar a.; singh a.k.; dehury b.; rout a.k.; ali v.; sahoo g.c.; topno r.k.; pandey k.; das v.n.r.; bimal s.; das p.</td></tr><tr><td>Title:</td><td>the potential hla class i-restricted epitopes derived from leif and tsa of leishmania donovani evoke anti-leishmania cd8+ t lymphocyte response</td></tr><tr><td>Source:</td><td>scientific reports, 8(1)</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1038/s41598-018-32040-x	-0.359	-0.8202	11	2	16	0.9871	2018	16	0.9871
347	vakili b. (2018b)	"<table><tr><td>Authors:</td><td>vakili b.; eslami m.; hatam g.r.; zare b.; erfani n.; nezafat n.; ghasemi y.</td></tr><tr><td>Title:</td><td>immunoinformatics-aided design of a potential multi-epitope peptide vaccine against leishmania infantum</td></tr><tr><td>Source:</td><td>international journal of biological macromolecules, 120, 1127-1139</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.ijbiomac.2018.08.125	0.1084	-0.031	11	7	28	1.7274	2018	28	1.7274
348	solanki v. (2018)	"<table><tr><td>Authors:</td><td>solanki v.; tiwari v.</td></tr><tr><td>Title:</td><td>subtractive proteomics to identify novel drug targets and reverse vaccinology for the development of chimeric vaccine against acinetobacter baumannii</td></tr><tr><td>Source:</td><td>scientific reports, 8(1)</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1038/s41598-018-26689-7	0.3052	0.4829	22	17	72	4.4419	2018	72	4.4419
349	baarda b.i. (2018)	"<table><tr><td>Authors:</td><td>baarda b.i.; martinez f.g.; sikora a.e.</td></tr><tr><td>Title:</td><td>proteomics, bioinformatics and structure-function antigen mining for gonorrhea vaccines</td></tr><tr><td>Source:</td><td>frontiers in immunology, 9</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.3389/fimmu.2018.02793	-0.5633	0.1733	17	9	5	0.3085	2018	5	0.3085
350	tomazic m.l. (2018)	"<table><tr><td>Authors:</td><td>tomazic m.l.; rodriguez a.e.; lombardelli j.; poklepovich t.; garro c.; galarza r.; tiranti k.; florin-christensen m.; schnittger l.</td></tr><tr><td>Title:</td><td>identification of novel vaccine candidates against cryptosporidiosis of neonatal bovines by reverse vaccinology</td></tr><tr><td>Source:</td><td>veterinary parasitology, 264, 74-78</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.vetpar.2018.11.007	-0.1673	0.5979	12	2	5	0.3085	2018	5	0.3085
351	sánchez-ramón s. (2018)	"<table><tr><td>Authors:</td><td>sánchez-ramón s.; conejero l.; netea m.g.; sancho d.; palomares ó.; subiza j.l.</td></tr><tr><td>Title:</td><td>trained immunity-based vaccines: a new paradigm for the development of broad-spectrum anti-infectious formulations</td></tr><tr><td>Source:</td><td>frontiers in immunology, 9</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.3389/fimmu.2018.02936	-0.085	0.3236	14	1	77	4.7504	2018	77	4.7504
352	baker s.j. (2018)	"<table><tr><td>Authors:</td><td>baker s.j.; payne d.j.; rappuoli r.; de gregorio e.</td></tr><tr><td>Title:</td><td>technologies to address antimicrobial resistance</td></tr><tr><td>Source:</td><td>proceedings of the national academy of sciences of the united states of america, 115(51), 12887-12895</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1073/pnas.1717160115	-0.4429	0.5115	18	1	70	4.3185	2018	70	4.3185
353	durojaye o.a. (2018)	"<table><tr><td>Authors:</td><td>durojaye o.a.; joshua p.e.; cosmas s.; njoku u.o.; okagu i.u.; difa a.c.; anozie r.c.</td></tr><tr><td>Title:</td><td>a reverse vaccinology approach in the identification of potential vaccine candidates from plasmodium falciparum erythrocyte membrane protein 1</td></tr><tr><td>Source:</td><td>pharmacologyonline, 3, 23-36</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"		0.1319	-0.5392	24	6	1	0.0617	2018	1	0.0617
354	rashid m.i. (2019)	"<table><tr><td>Authors:</td><td>rashid m.i.; rehman s.; ali a.; andleeb s.</td></tr><tr><td>Title:</td><td>fishing for vaccines against vibrio cholerae using in silico pan-proteomic reverse vaccinology approach</td></tr><tr><td>Source:</td><td>peerj, 2019(6)</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.7717/peerj.6223	-0.0289	0.5314	12	6	3	0.2854	2019	3	0.2854
355	zaharieva n. (2019)	"<table><tr><td>Authors:</td><td>zaharieva n.; dimitrov i.; flower d.r.; doytchinova i.</td></tr><tr><td>Title:</td><td>vaxijen dataset of bacterial immunogens: an update</td></tr><tr><td>Source:</td><td>current computer-aided drug design, 15(5), 398-400</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.2174/1573409915666190318121838	0.6013	-0.6935	2	3	14	1.3319	2019	14	1.3319
356	rogovskyy a.s. (2019)	"<table><tr><td>Authors:</td><td>rogovskyy a.s.; caoili s.e.c.; ionov y.; piontkivska h.; skums p.; tsyvina v.; zelikovsky a.; waghela s.d.</td></tr><tr><td>Title:</td><td>delineating surface epitopes of lyme disease pathogen targeted by highly protective antibodies of new zealand white rabbits</td></tr><tr><td>Source:</td><td>infection and immunity, 87(8)</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1128/iai.00246-19	-0.8666	-0.2934	3	4	2	0.1903	2019	2	0.1903
357	mujawar s. (2019)	"<table><tr><td>Authors:</td><td>mujawar s.; mishra r.; pawar s.; gatherer d.; lahiri c.</td></tr><tr><td>Title:</td><td>delineating the plausible molecular vaccine candidates and drug targets of multidrug-resistant acinetobacter baumannii</td></tr><tr><td>Source:</td><td>frontiers in cellular and infection microbiology, 9(jun)</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.3389/fcimb.2019.00203	0.1512	0.7771	13	3	10	0.9514	2019	10	0.9514
358	zhu d. (2019)	"<table><tr><td>Authors:</td><td>zhu d.; bullock j.; he y.; sun x.</td></tr><tr><td>Title:</td><td>cwp22, a novel peptidoglycan cross-linking enzyme, plays pleiotropic roles in clostridioides difficile</td></tr><tr><td>Source:</td><td>environmental microbiology, 21(8), 3076-3090</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1111/1462-2920.14706	0.4725	-0.1878	2	5	7	0.666	2019	7	0.666
360	masignani v. (2019)	"<table><tr><td>Authors:</td><td>masignani v.; pizza m.; moxon e.r.</td></tr><tr><td>Title:</td><td>the development of a vaccine against meningococcus b using reverse vaccinology</td></tr><tr><td>Source:</td><td>frontiers in immunology, 10(mar)</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.3389/fimmu.2019.00751	-0.9804	0.2756	4	7	30	2.8541	2019	30	2.8541
361	mohammadi e. (2019)	"<table><tr><td>Authors:</td><td>mohammadi e.; dashty s.</td></tr><tr><td>Title:</td><td>epitope prediction, modeling, and docking studies for h3l protein as an agent of smallpox</td></tr><tr><td>Source:</td><td>biotechnologia, 100(1), 69-80</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.5114/bta.2019.83213	1.942	0.4433	36	2	3	0.2854	2019	3	0.2854
362	dalsass m. (2019)	"<table><tr><td>Authors:</td><td>dalsass m.; brozzi a.; medini d.; rappuoli r.</td></tr><tr><td>Title:</td><td>comparison of open-source reverse vaccinology programs for bacterial vaccine antigen discovery</td></tr><tr><td>Source:</td><td>frontiers in immunology, 10(feb)</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.3389/fimmu.2019.00113	0.053	-0.0186	33	23	27	2.5687	2019	27	2.5687
363	bianconi i. (2019)	"<table><tr><td>Authors:</td><td>bianconi i.; alcalá-franco b.; scarselli m.; dalsass m.; buccato s.; colaprico a.; marchi s.; masignani v.; bragonzi a.</td></tr><tr><td>Title:</td><td>genome-based approach delivers vaccine candidates against pseudomonas aeruginosa</td></tr><tr><td>Source:</td><td>frontiers in immunology, 10(jan)</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.3389/fimmu.2018.03021	0.2263	0.0603	12	4	12	1.1416	2019	12	1.1416
